Cycle,Water_Pressure_Bar,Motor_Temperature_C,Battery_Voltage_V,Propulsion_RPM,Sonar_Signal_Strength_dB,Internal_Vibration_mm_s,RUL
17,94.93584439832789,53.04574598915666,23.73548515868939,2772.0980886784737,67.5958310524401,0.028952504942809855,204.78562173991662
18,101.57123666297637,53.548342497837034,21.996137635593247,2575.1766602834145,73.48083998579645,0.0704217791053473,183.94333463338234
19,95.45987962239394,54.03895807541704,24.635418030209227,2932.32617123865,67.41153713565393,0.05155324999199402,179.52659773378494
20,92.93848149332354,56.27249783920575,22.760741605146528,3082.7611199866383,69.55954377985464,0.053981472651225375,189.6392542305557
21,107.32824384460777,56.5685064641065,24.059932630266328,3180.0392624608244,80.84968294040272,0.04942092250123092,181.49450945930073
22,98.87111849756732,53.278899988184264,24.27737693795819,2930.52579568719,62.881586815580384,0.04264883199275412,181.99228192939327
23,100.33764102343962,54.92693622321705,25.36065859583865,2938.2860089325995,60.74078634212671,0.048140755190512294,201.92183998600686
24,92.87625906893271,61.42681107583559,22.691179600880886,3173.0851101383623,73.91794832399303,0.034006052378056886,173.24878571744952
25,97.27808637737408,60.182629510302135,20.980487844179173,2719.538745045687,66.60678469352948,0.07277086498053305,171.82239105982603
26,100.55461294854933,56.308971009022095,24.183849544753695,2941.7218837225487,68.4088123612869,0.03765488001577604,175.16578512012464
27,94.24503211288848,55.1140104345046,25.800511181510853,3028.5635834887585,66.09421810934442,0.039680337161528204,183.71515935581039
28,101.87849009172837,55.36009398015479,25.238946352939436,3067.382808192755,68.70099929616244,0.045597407956135996,156.934659698096
29,96.99680655040598,56.84055391819125,24.209659415274626,2923.5289960213677,77.9926905604817,0.06288075724852378,151.34444108523496
30,98.54153125103362,51.93162230440478,23.508363814367954,3005.1661517558764,74.0106422930906,0.05014508999262655,164.12884729379851
31,96.99146693885301,54.227870387729965,24.80712259663731,2626.7508969880514,74.31111755943489,0.03763864203969538,152.66077040940712
32,109.26139092254469,49.99424777836723,23.02645380029553,2901.262738149923,62.91886472103677,0.0625433836075734,163.7516865247436
33,99.93251387631032,56.197669367815834,24.47635776935622,3068.02630688317,64.24423131723566,0.05731000626785482,172.0249969612929
34,94.71144535522049,56.94158781910822,24.505470159166627,2852.655894861798,55.80460670257287,0.055384349572164523,157.09251136447736
35,104.11272456051594,53.55044061310188,25.06020990749888,3008.84763323844,65.95309589458623,0.0571573424117084,150.73173423218657
36,93.89578175014489,59.7219602898701,26.75966003891108,3067.0308751204047,74.78351593192829,0.07394361900582451,164.69337161715347
37,101.04431797502377,51.322703010992974,24.392415967178767,2948.617619871335,72.58473257874185,0.07185094895036112,171.6254348461517
38,90.20164938060113,50.60687535937054,23.491036374292502,3025.5695656494854,68.89243368523938,0.04313284656996705,145.05026561483388
39,93.35906975550785,55.67335545567992,23.974425687808004,2855.5901152073084,69.88849858140973,0.06623884992811152,169.20232398305984
40,100.98430617934562,58.14129490783646,22.230924095110883,2969.008308045593,66.55557228712297,0.05383168189758901,168.17306203738326
41,103.69233289997705,60.0517830743736,23.30528686891094,3091.5324254383836,71.02379441200893,0.054990958161377494,168.54085102156628
42,100.85684140594985,53.62334721139318,23.590717561886898,3023.545944145265,73.82939139740307,0.03307729168356671,170.18480214871687
43,99.4217585880588,58.236042500293884,23.47591160206541,2912.0203095654097,61.920566062947636,0.048296142346118044,179.02013924659616
44,98.49448152205356,54.88447459149788,24.152354872033722,3033.6324606436187,71.49823843918674,0.04187176409663435,152.43907951380945
45,92.60739004816287,54.482118100177544,23.1775800676178,3107.1914685954926,74.66217435477334,0.058280588148933096,156.09571580077858
46,96.40077895802645,57.650979812460015,25.121030667324472,2692.5088082133784,67.92449855518315,0.060710805004028055,149.83561566751973
47,97.69680614520107,56.95696863524026,24.000207064918197,3173.8611097433845,73.50350306060292,0.029255136489836887,153.0197684475581
48,105.28561113109458,50.27082352904725,23.990699678861386,2949.561789197839,84.07327222236276,0.0497796513599573,167.32873355636312
49,101.71809144784231,59.42962104917768,23.67210528348708,3063.8234899860345,69.47828603506554,0.06121861504794253,137.5498551606933
50,91.18479922318633,59.14027406244236,24.15519068385898,3179.5870385467842,71.96653525002662,0.048133210376865555,141.38950327834425
51,101.62041984697397,53.12331189547141,24.825098264667634,2794.24894541543,66.30971458169304,0.05729063645002365,162.7718093650456
52,98.07458859791842,56.18741060031223,23.1328697842891,2893.583849635868,70.90625581301025,0.053511654676270844,158.2003650690209
53,96.6153899984702,56.48209055884821,23.341883510924742,2956.7176956186445,72.30135812491152,0.05341660231952627,143.36868353182922
54,103.05838144420434,55.78202129747172,23.696273971223334,2882.4369718313355,70.9742117013507,0.04728685021931703,154.5440200112072
55,105.15499761247976,53.34908453846374,22.654129076526786,3260.2404863755214,64.90152340145572,0.037834191958642904,148.41215842492034
56,104.65640059558099,52.985129896185846,23.180742140278504,2871.484185925981,71.03180885662725,0.03878469852574973,159.00274609000988
57,95.80391238388681,54.923337787025666,23.52377912645534,2916.66798307697,77.31097969358818,0.057093525144553174,143.74509593826772
58,98.45393812074393,58.51818705777809,24.87438918071273,3030.6583547404466,72.24317882257263,0.050194582555188834,152.2563211387258
59,101.65631715701782,56.630800463783295,24.262561329001926,2819.677571088587,74.8099359453592,0.04861487755392776,167.4201191049262
60,104.8777256356118,53.88815700374168,24.193589911367546,2940.6478932365603,68.81494014993686,0.04576109957677647,145.98099155047467
61,97.60412881077355,57.31509613194503,24.850897962167974,3047.6179891875263,73.74950119711855,0.04694811154519248,139.49328165794844
62,99.07170511668092,46.454372138109775,23.862628211600605,2950.070939342623,71.39633919108263,0.0604691179448814,145.22446985220978
63,94.46832512996986,58.44629710111631,24.39046484992889,2985.9919711650077,65.24544635156384,0.046647559181319735,133.34719141796114
64,94.01896687959665,49.780858663665704,23.896778247067505,2920.6001831327444,71.59260502399437,0.036589352866984316,159.87967705524733
65,104.06262911197099,53.912677175790606,24.265362349399627,2772.829453622885,65.04151668279845,0.057436517755401734,136.8007103769598
66,106.78120014285412,51.64099031612157,23.41724134238842,3048.2389817008857,66.83559862557604,0.04795123336135283,131.27066679774487
67,99.63994939209833,51.11595557283728,21.56118284172357,3263.239960747086,70.94664153646187,0.05031395865532777,124.64310994979964
68,105.01766448946012,58.48248036213556,23.865720837813697,3002.7602446175156,71.48622136690062,0.06607578306399511,142.9722019160644
69,101.80818012523817,53.596896396064324,25.42274813609994,3033.7896175871324,64.05383767461436,0.04979439442649493,139.67187412827738
70,96.77440122697438,56.03951164519215,24.926215402241592,3103.908413267529,75.26992885591439,0.052891836731187254,125.02645628585907
71,101.80697802754207,54.85923826336245,24.965397484591172,2809.600425517995,72.86003139150236,0.03821076508701675,134.76451345122422
72,107.69018283232984,56.43112248166936,25.23613072180622,3255.377198719441,66.47635782194558,0.0478033054764904,112.91444031787144
73,99.82086980445024,55.23046567318077,24.088657590961436,3030.34931946342,62.31207601775412,0.056095260452086015,128.84970575073157
74,107.82321827907003,51.15102332743429,24.197315707405597,3244.7785348633665,69.27547710459284,0.03444626266158758,130.52756352076693
75,86.90127447955128,57.98880045834142,23.38234810456565,2890.0450506714014,67.7702814306942,0.0520084509311571,142.07329809559224
76,104.10951252187611,53.518730250516064,23.68392714397295,3272.7092883836735,70.56570228526512,0.051007910726448065,116.2918119727131
77,100.43523534119086,50.33025430402075,24.615771149771142,3116.2733241052174,68.18441669422216,0.0504128745558744,110.21647371197676
78,98.50496324767066,53.715654517102266,25.203884437168817,3082.956012877854,59.962715696274955,0.06037158898658243,113.04572039074958
79,100.45880388267751,59.50227937190293,23.860553724319,3035.103668152972,68.05826530849421,0.05334438514848522,107.6343149968508
80,90.06215542699553,57.55066522634048,23.54981073514859,2962.7207072888327,68.47190444465843,0.06478071898356444,133.36657357758983
81,98.90164056081244,53.95404359677642,24.000527958856598,3180.079748771081,73.1683051238703,0.040064104844059645,134.48639295024037
82,101.78556285755873,53.952226887044716,24.601206748929116,3021.053980477207,66.50900162694475,0.05135924567218348,121.20216577948828
83,107.38947022370758,54.03509484634785,22.55614518386646,2704.939544461927,78.39337336686283,0.050844667863899476,129.21294945685148
84,97.40864890863176,61.23024395068252,21.703819046862762,2832.4220307439496,60.44179724674122,0.039307455062449204,117.33958380580235
85,95.95753198553406,56.14580635669466,23.449463150508418,2972.123137171088,76.55583748901313,0.05956295002091346,114.04888352299234
86,97.49121478207732,56.29012494157321,22.779287574085842,3046.499847474833,68.87840514560948,0.07324673305852819,110.66962380946238
87,104.57701058851038,58.09085036209552,23.49185980235269,2991.5117266650154,74.29792436171778,0.049829939255161694,109.89609008622435
88,101.64375554829843,55.716367477079544,23.85221968118253,3182.8456184690494,70.39900742029367,0.05505021088273767,96.52198443690969
89,97.3511989811648,54.22287356253789,23.546751590976985,2707.334720394206,75.69777768012734,0.05084518475815328,113.64254763607339
90,102.56633716556678,54.41095045274506,25.452467534470745,3021.538190475774,68.06319017723594,0.04286415330092824,109.59666089785956
91,100.4853877467402,54.78519622175781,24.32674476460232,2727.3031161919266,64.50689787411093,0.03179239722197984,116.45360724077875
92,104.84322495266444,54.88833329047048,24.300474359610828,3113.9568443226253,77.10252143635532,0.042942265169046354,108.9352349643861
93,96.48973453061323,57.18288863091094,24.6222071440434,2985.8311928337,69.4325967705893,0.03608041619048269,105.37296298430908
94,98.36168926701116,55.1558376574219,22.86116688221923,3062.9414958036177,71.10779236812105,0.06704102078059118,97.2880696999237
95,98.0394592343392,57.19792023164674,25.039111787420268,2870.417555911535,76.17375957022398,0.04884890306076761,105.72153236821761
96,92.68242525933941,54.75785025967425,23.92423571346454,3191.919739748663,64.84022378952783,0.046540806709528294,111.38237230816162
97,101.48060138532288,55.23590557094827,24.670480617241214,3156.2586996088276,72.97745448819629,0.05889153824787806,91.5666100891614
98,101.30527636089944,49.005397946403676,22.928142766959844,3087.5316454517833,67.05052621768554,0.038782488971441126,102.87473753680739
99,100.02556728321231,57.748983024107446,22.446241233983937,2980.572412970484,69.33915322177815,0.042331359619954476,103.33042951529484
100,98.82706433312427,56.039465427693976,24.817889658025027,3086.97859279427,70.36139482692144,0.05068072269248621,92.81935216381736
101,92.92314628974793,57.994030329578955,24.376409526097518,2893.9661148018977,62.49889069276532,0.060287689914234804,93.12143695092
102,97.89677338617321,46.311233865418934,23.09794844564249,3128.3333488531066,66.10581478589782,0.05501685045168789,100.30610848766214
103,98.28642741736616,61.265124114342186,23.130336918725305,3247.422134148588,76.7553644620657,0.052483251425158826,85.66578981707377
104,95.9886136538919,54.58123111553448,25.125434784414768,3160.591583996878,74.43095594292397,0.050781177352360166,99.49923715249392
105,99.19357144166996,58.324548450212546,22.810588107132673,2890.5596295288888,69.68680211336383,0.054002358555267756,86.046456263408
106,102.02025428407269,51.88028221862341,25.642672953255964,3054.2125975909653,71.21561729256446,0.052016529051292545,104.62853693033216
107,109.43092950605265,56.83832171518771,23.09937926535213,2806.028768436203,68.52878747181771,0.039700277252230645,116.378277453883
108,100.8728890641592,51.83975331047903,24.63839192560838,3085.8585466763516,76.78291692913992,0.05046079221633152,83.3924319829818
109,101.28775195361382,53.12869311791258,23.671381524251014,3067.5905119293807,68.99823711102918,0.039263113410822476,96.34207862374674
110,99.62777042116916,60.742094061600355,24.603187431082343,2719.527549070175,71.15921046067425,0.05081082542900824,82.73258095117981
111,90.4061439235048,54.42795279770996,23.455885997885808,2825.7324234131456,75.73015072071033,0.04519352058511759,99.40954173797789
112,99.86743062275391,55.65229861953917,23.837207093927706,2957.529165488435,66.11314257577047,0.07539381622782862,75.34741590914786
113,100.30115104970513,57.610203192066265,24.04091917539572,2954.871037928876,77.79394592248447,0.049601056162482886,91.80586758427712
114,112.31621056242643,56.48704566391781,22.997812544218526,2818.578459687179,62.347692951283115,0.03595760433738411,77.27011033110648
115,99.03819517609439,55.45125671543073,24.740824345420126,3058.3468094028276,78.14821065556399,0.04865819789323076,82.93015410901631
116,101.50773671166806,56.09488300739868,23.486786433528415,3037.7210413410767,68.13662208024013,0.05519358745637888,73.68974724852693
117,99.82644115147379,62.21024675571483,23.77140008465998,2970.859630203222,68.7865062608736,0.06673363946152525,91.22350470895753
118,94.15660981190234,54.82714360889924,23.00565062539149,2886.6312749762455,60.54994914408529,0.04410547600061282,73.63019645560414
119,105.7141140725751,55.6032971401449,21.43766634120469,3157.3060689624845,67.72602641311154,0.034175720259763606,86.51964259331828
120,103.75966516343387,58.15196318802283,23.808972237399832,3248.3110669632442,64.80096734486558,0.058168370114309816,76.55901971737667
121,103.95515973521523,58.31657779887395,26.412615421612916,2927.4657774230195,66.96176827313263,0.036194012941003495,77.85527628201137
122,95.4530627260263,58.56109091668114,24.784604287898024,2908.174962426777,69.3134451710556,0.04563844558492515,79.47755907400129
123,107.0139715546805,56.91619066608755,23.980739620265606,3073.6811498117995,74.78895807236452,0.04742379514489006,69.38175328341151
124,92.9907446860386,51.57098526180855,23.737109170791733,2946.295593037952,71.03801675700313,0.04930366546699892,78.10367113540887
125,102.93428546900135,59.90029459690329,24.022465892812047,2979.090419900515,71.53838326700557,0.05689164457074336,90.3033456435441
126,110.95227812904989,51.56096382094394,24.54711911517521,3110.947972758701,64.52240305577219,0.043163657177136126,66.21905214167286
127,95.04731837434656,55.9079063957171,22.819187184691156,2713.596586873906,65.59622955198635,0.047262707478332396,84.71810143273845
128,97.16851135198614,52.73717244994192,25.114321694668874,3197.7453487279004,78.99362509175656,0.049857296470506116,86.98097633487784
129,100.4982568254382,54.80758496022102,24.715381315441245,3010.902078649401,66.32399482618376,0.05149597957518788,62.83845010971956
130,97.48262172941901,55.98628723091044,24.718185725707933,2938.276028315673,78.28104126028649,0.05097827174707923,55.449453949094476
131,92.24668284466934,55.96407164635082,24.43847573880973,2986.6148768667827,68.78469400559567,0.0543600577522258,72.01960900171764
132,100.34281487403014,56.265762262705856,24.01961665769399,2994.364403253078,70.01143968071752,0.05843839509641738,62.52592477233127
133,94.68848143136948,59.84113380717594,24.67286123596682,2740.319804483261,75.35182580114964,0.05392634115650968,85.68603219163002
134,102.36796215317591,56.36060290454194,24.591814133741376,3224.2407341179855,76.35946210969328,0.05453585523509219,66.34807540499833
135,95.40287882883098,54.267530094128055,23.645959289058975,3006.1988448405928,69.44593719860457,0.034177768332535226,56.97800591964821
136,107.7496720250877,57.892261504865075,23.4263982271031,3066.4503195671064,68.05878473239231,0.050502276991656804,52.528404889882886
137,96.08373353831881,58.568411466773924,24.101856295261985,3142.7324655861066,69.72039775738894,0.05479507548001609,73.8990495909083
138,98.38969241897162,51.317176554589025,25.54902015149519,2846.825631365955,71.68978764116059,0.057289411945704506,56.28816025915813
139,104.06758608684835,56.79220020954958,22.7608929243461,3071.020784855284,74.45651843434878,0.04307649225766206,61.43828799460428
140,93.84567841783023,57.10351822693269,22.53247473424756,2959.853836365181,70.02114929497075,0.04340960725111355,69.55802745112481
141,101.13729967302065,54.10730948992003,24.164760841236518,3127.015616282474,73.09443149011577,0.04425899324716402,54.157416480691694
142,106.53571377141213,59.127120439934856,24.050887701856016,2680.915886947276,78.19179866135471,0.05536413899891344,57.540711712598394
143,91.96258382719387,54.54983323890242,24.173341664370408,2985.13585496381,71.90654806132392,0.06033881054924209,56.8343159017748
144,100.92316929266153,55.37672936041463,24.2439531979085,2909.5769016324057,71.55826428002389,0.045925398927083985,62.83324511516092
145,101.29941397124212,54.480784527148394,23.776797745365194,3064.8394425951233,62.40544587454966,0.05907962313627049,60.907443355103254
146,103.90911435888655,55.046737142744405,25.489863438602082,3070.5066281052304,56.84634931585468,0.051234798091645946,51.79886268745172
147,93.81524644560959,51.711174739314394,22.399096021523484,2893.8561157766962,71.94187864615084,0.04875714222837564,53.636490614965176
148,93.39771693457863,50.67984735221712,23.171502975219752,2893.1739203735933,69.52587884359563,0.047886157701820316,48.282209884765116
149,102.60970782808448,59.783515189674915,23.896745239850954,2983.4001947164006,67.4260866254263,0.057466113646021576,36.223875930805555
150,101.48492336616593,52.459115955045014,22.356811188845832,2865.5036659027187,71.21765102093173,0.05325577816787071,52.57600857398129
151,101.25246425172938,52.02582295163108,23.824145595567927,3126.297554317819,69.69798135401545,0.07275825427647638,67.92191760833067
152,101.73224104748488,48.539829659188854,25.66147016572802,2944.6189199328833,75.6389012531695,0.04147775357002676,39.16280859308937
153,96.59987639210755,53.083114756931494,24.02088648829596,2563.951767101754,70.4305543412949,0.05518101702029976,39.26970290397297
154,101.16126848580502,51.03073061977751,24.230700905718685,2943.776691506729,66.26538357464916,0.044707989901884876,37.29272228356258
155,101.46536236649341,59.92604548040911,22.73983523482742,2844.218426873404,74.95083119479645,0.04130713013011356,52.24591778723123
156,96.42824290986816,58.029451268027906,23.383638591960523,2755.308627680858,68.91434462526898,0.04989132862965028,48.4848545419644
157,109.32887255572378,52.93554896446683,23.62480361967606,2814.3860042666142,72.63268341836154,0.05137352479407036,41.414623075835436
158,102.36916460455893,61.75730741603293,23.682284903243765,3016.4112707749455,67.612946469036,0.07918173555060093,32.81980938361035
159,94.04348251398676,57.94529646097478,25.28164379500377,3199.296124237235,66.75086557251282,0.04815854184316798,41.92376791639924
160,103.28276804316914,54.02550584947413,24.557691060725123,3046.977671079747,70.42084115092848,0.03869821270515317,24.353778726641956
161,95.1265916488634,47.50178285537928,22.88854204306297,2909.024491767639,70.06414321771842,0.05273010717494386,40.43426566857493
162,103.93542301871226,61.872827717772225,24.246504778432005,3068.3856292756054,72.39913517683416,0.02925359962453632,46.71524386087934
163,105.79297789503703,50.83128259970921,24.498221748496785,2931.136453467151,68.65677123345128,0.04908043217395734,24.48800863366322
164,95.89658840824144,50.06380375912933,25.140149038521265,2895.8099446255283,60.81820108114801,0.050160252822951605,20.674817231703365
165,104.8168806462216,58.06771129602892,25.580540686568373,2826.845599765052,67.83613058205806,0.057946003829452114,50.794378916948595
166,102.06390463468249,62.31925721901782,22.98490580817213,2737.225678987242,73.96909233571908,0.05973622249427847,27.88240360495415
167,104.11030079997245,59.15281845553155,23.189142488789663,2941.5114440160833,68.51311960378447,0.044964303810922826,44.35947845943822
168,109.48396491326974,56.69172736015708,22.742422141085385,3023.70802348802,68.76808298742726,0.04849385985370067,30.460023348021682
169,98.77305941998564,56.78426302499586,23.765980140893017,2985.5064494977664,74.93188252952969,0.04233879169389329,29.380451830586725
170,96.23131917821256,57.560246676340924,24.466358374446333,2937.604960807896,66.44013386370538,0.03871937445192306,34.38412699496645
171,95.55242785187238,57.276785769360295,24.9873345165891,2858.138090895483,62.285983908785504,0.05309894779380635,20.160011432535594
172,95.92094857517282,55.843574271908125,23.924048976357476,3091.2369287527454,69.19684440237253,0.03726414451403401,29.324971434956456
173,99.61449145292949,55.312603311855625,23.680152476745157,2802.4302120080124,67.57913024375631,0.045853730994281375,23.185105851759072
174,101.70575987408321,54.81222061630143,24.15175799224874,3116.4041870765213,65.16876840123373,0.04004826040100763,12.795065565949685
175,101.38345399665009,52.73810623339997,23.16485709836998,2849.6674471609913,69.12310772050655,0.0554968318629026,28.37482074726399
176,104.13591624518011,54.15797476939968,26.089538721694773,2887.1347143970447,72.45752823623391,0.06801430099266488,21.366921931220837
177,100.06500945938953,49.92112955741384,22.39233897288194,2779.9822214076485,69.95355719216091,0.036984120171966686,21.42975171555292
178,107.26767038578659,54.70498111961575,24.184740578895724,2924.7896779671546,71.53490536343119,0.03146981517102431,9.898390565858422
179,98.67671583381022,52.03422667854725,26.023606219229638,3146.2968687716966,79.06703849257711,0.04875113114649933,36.914003677628045
180,113.6008458329481,51.689232048352686,24.006799844559996,3077.3442132665937,68.28560569221219,0.05015697795957759,28.767141863861163
181,103.12833673882503,55.539682453460436,23.809960964998506,3146.7633168042053,71.39174317322335,0.05218659306757298,28.641558841719785
182,95.71421221791859,59.1760068590338,23.64255457718957,3078.3213818900904,67.45393318700432,0.045536794847656555,14.94555297558318
183,94.64553750969444,57.75494981800694,23.81960831823759,2834.4495257204444,65.76820140056513,0.04799360701174568,0.0
184,102.41236207621593,50.28849818913047,25.37284847467653,2950.3816163508664,67.07546173291115,0.053675104105406025,35.52917382489511
185,98.88268607337075,52.03111559028899,21.788138088670493,2882.9701306323805,67.60620714239155,0.060404308926448394,14.389024919941319
186,103.57000247046047,57.82231356396465,25.533433701296325,3199.586235605856,71.79737898773563,0.030449512296817173,6.512002039799462
187,102.36618812286773,52.05253781938507,22.576042847549854,2820.481703036053,81.74537893350379,0.04631060560968538,17.168015744831138
188,99.63585543671563,54.326100550008924,23.733347670765585,3134.0546534083664,66.4197828186208,0.05213808793941064,23.671207880032973
189,95.76603140965797,56.65015629707366,23.570755579701338,3133.9430805163156,67.91687347192268,0.04082023895389264,10.769494439145339
190,92.42576387657067,52.094966635409094,24.58855326977072,3274.443030257413,69.68438493444376,0.067311696317673,22.785751679393744
191,97.76742523966489,55.316126518437876,22.401875648116253,2938.5470111055756,71.97899424354874,0.04364590119771263,19.829999385168684
192,104.28199397161737,50.99792351524539,24.462172666081944,3106.8483239370244,71.31775405977392,0.049587073129927176,0.0
193,101.07046872065102,53.19589706814636,26.024309623286854,3342.2477754808265,76.42047896974059,0.05556022096842291,0.26209894340523654
194,93.77130610644006,55.95934580242761,22.63682599540719,2907.3537484599456,57.86803964732396,0.044087152111981054,15.575371632797674
195,100.86590462925591,50.221018799404995,24.189706167610396,2769.743962870146,58.06535064902164,0.03153426952195583,0.0
196,101.92658689864419,56.321424213881194,23.33801782220339,2717.998494913835,67.52060913994926,0.04571345473083467,2.5054430683501123
197,95.58071281899433,54.94108660321996,24.425887206193035,3106.9068043291995,75.48650093771855,0.06029440555927041,0.0
198,100.76862552972764,56.65746986325144,24.019147777415753,2717.5274687912124,62.17175984197202,0.046631048732148614,0.0
199,100.29104359223,55.671742402193985,23.35851309095569,2944.1521420593117,54.961838301531216,0.041535656985410216,0.0
200,94.28514851084688,59.09242128992153,24.487872284871074,3065.596978055844,72.85589703109605,0.05925672209502722,0.0
201,101.78893680174141,55.37567350794372,25.804348109786744,3027.776330524487,71.21828611851357,0.046692251039769476,0.0
202,102.80392263184117,53.71178337662424,23.809096208272702,3063.816729627626,64.54895796600285,0.04489839186349783,0.0
203,105.41525621587638,55.36689250909685,24.71975794214818,3033.343478370128,65.07230199639535,0.051494560896633096,19.919112668186862
204,105.26901026017451,56.629894087109165,22.706727042128836,3191.829871997009,65.15128140182662,0.05770750209618788,14.674620041613508
205,93.11165316021454,55.14658021097711,23.043563623181992,2857.1525428891805,70.5526765873697,0.07381713531732546,0.0
206,95.31087480042439,55.121775073611644,24.472406277880378,2898.4507292312205,66.86842361908496,0.058272361076574235,9.821167513035672
207,102.5751763360433,52.89402493657973,25.484116028535965,2884.1010832093766,72.4703195948776,0.061598399663883446,0.0
208,102.56892975456104,53.01129724734716,24.35561334878566,3124.5287717793917,55.72686668547804,0.04494033801012145,0.0
209,102.57523843153024,50.79218418460092,23.686941969476845,3135.0597882592597,65.715740674361,0.03974131894030524,0.0
210,119.26365745327361,60.24873022956082,23.999291405423353,3067.6837978977765,64.36973019544475,0.05062331349619123,0.0
211,102.85445255346583,51.26841029382614,22.749592266030284,3177.5240500334894,68.71829660813754,0.05107169915259596,0.0
212,105.677828200903,52.92128440661228,24.604515326355365,2823.2938698935427,67.30976120754931,0.03921487258635403,0.0
213,104.770008817466,52.84477820329241,24.882333062323408,3250.0836167326706,73.98921889947883,0.04824705470095987,0.0
214,103.256956256529,57.68477313083332,23.54790966716692,3228.485793256839,60.703316141699716,0.053993176017191315,0.0
215,98.42365377679828,54.11515096512392,23.5299578522405,3110.343299586862,70.22745738165376,0.0536039339501808,0.0
216,103.79484610246634,58.7432262180212,24.26587822965205,3267.269836315659,72.79168211605852,0.05504287853384272,0.0
217,96.13587392731215,52.979528127268395,23.563280263959406,2751.506518848334,79.28323718280977,0.05290964730137443,0.0
218,98.81590696629996,55.8369824866714,23.933867385374178,2921.3327795606024,67.59117014453263,0.044929913407299446,0.0
219,97.57318226085448,52.49395884022073,26.099721789166516,2889.704480897707,71.62229302176259,0.04486099373351157,0.0
220,100.40937069693162,61.43544738332017,23.752974299254003,3108.2218985636014,60.98068603718818,0.03801048602006124,0.0
221,111.57329283336755,51.43720474291146,23.64165984797878,2842.4788890596783,58.04021897843488,0.06784775039185095,0.0
222,90.66367403704126,55.92946213068108,23.35245819436484,3113.624272400623,74.2238718789085,0.05013450364619293,0.0
223,103.43130095187257,56.901330642796296,24.744191971499937,3205.580421599507,69.97219853175964,0.047751469442051483,0.0
224,91.93642064405174,56.24139729235449,23.8187758267819,3104.2804350126,75.89256344899212,0.04071207918547541,0.0
225,97.64034067105283,54.44413702336688,23.350626961678575,3042.562653549225,63.13298555515125,0.07935657902327778,0.0
226,105.44475298483682,54.61053790079972,25.321304032273012,2851.818998864888,72.59951069764377,0.039266719677771046,0.0
227,100.32140009547732,55.13143441593733,25.419603004513636,2872.9723550811955,79.34408920271926,0.04571152074393927,0.0
228,94.61127611035347,54.558993995114534,23.399576434261295,3187.4428357945,72.09852804178632,0.05415836836286061,0.0
229,96.42348145370016,57.89163735038473,22.133460048639385,3116.9023505858,71.38290752795524,0.05600212965744278,0.0
230,103.39798874467338,61.63156900477405,25.007513689836923,2994.1470720933685,70.04278040412174,0.05957932055215684,0.0
231,96.34816684141431,53.3275246449765,23.315370174239995,2937.3135681351164,62.14559271437044,0.06807608507769264,0.0
232,101.08229294790988,50.89059106126277,24.79062559916277,2696.1288190332934,76.77786467855174,0.055061576554607125,0.0
233,100.22785919951907,54.73515385494623,22.029896182288166,2839.3721371973343,66.94571180097466,0.03943969200033333,0.0
234,96.74199826197092,62.73912801296296,24.89259733829931,3286.7128630709585,72.52241628191508,0.047430548748782185,0.0
235,110.71972044662662,52.588976296090806,22.78882807071922,2807.93166434963,62.18482846714373,0.053078323725138855,0.0
